After 26000 sentences: Train Accuracy = 0.9564, Dev Accuracy = 0.9341, Time = 3.16s, Estimated Time Left = 74.87s
After 26500 sentences: Train Accuracy = 0.9533, Dev Accuracy = 0.9323, Time = 3.16s, Estimated Time Left = 71.66s
After 27000 sentences: Train Accuracy = 0.9594, Dev Accuracy = 0.9347, Time = 3.16s, Estimated Time Left = 68.41s
After 27500 sentences: Train Accuracy = 0.9591, Dev Accuracy = 0.9353, Time = 3.16s, Estimated Time Left = 65.22s
After 28000 sentences: Train Accuracy = 0.9600, Dev Accuracy = 0.9349, Time = 3.15s, Estimated Time Left = 62.02s
After 28500 sentences: Train Accuracy = 0.9589, Dev Accuracy = 0.9347, Time = 3.15s, Estimated Time Left = 58.79s
After 29000 sentences: Train Accuracy = 0.9590, Dev Accuracy = 0.9369, Time = 3.15s, Estimated Time Left = 55.62s
After 29500 sentences: Train Accuracy = 0.9581, Dev Accuracy = 0.9371, Time = 3.15s, Estimated Time Left = 52.42s
After 30000 sentences: Train Accuracy = 0.9638, Dev Accuracy = 0.9390, Time = 3.14s, Estimated Time Left = 49.23s
After 30500 sentences: Train Accuracy = 0.9599, Dev Accuracy = 0.9392, Time = 3.14s, Estimated Time Left = 46.05s
After 31000 sentences: Train Accuracy = 0.9617, Dev Accuracy = 0.9409, Time = 3.14s, Estimated Time Left = 42.88s
After 31500 sentences: Train Accuracy = 0.9636, Dev Accuracy = 0.9407, Time = 3.14s, Estimated Time Left = 39.72s
After 32000 sentences: Train Accuracy = 0.9670, Dev Accuracy = 0.9402, Time = 3.13s, Estimated Time Left = 36.56s
After 32500 sentences: Train Accuracy = 0.9644, Dev Accuracy = 0.9399, Time = 3.13s, Estimated Time Left = 33.39s
After 33000 sentences: Train Accuracy = 0.9641, Dev Accuracy = 0.9407, Time = 3.13s, Estimated Time Left = 30.24s
After 33500 sentences: Train Accuracy = 0.9636, Dev Accuracy = 0.9417, Time = 3.13s, Estimated Time Left = 27.11s
After 34000 sentences: Train Accuracy = 0.9605, Dev Accuracy = 0.9399, Time = 3.13s, Estimated Time Left = 23.97s
After 34500 sentences: Train Accuracy = 0.9628, Dev Accuracy = 0.9426, Time = 3.13s, Estimated Time Left = 20.84s
After 35000 sentences: Train Accuracy = 0.9648, Dev Accuracy = 0.9427, Time = 3.12s, Estimated Time Left = 17.70s
After 35500 sentences: Train Accuracy = 0.9695, Dev Accuracy = 0.9429, Time = 3.12s, Estimated Time Left = 14.56s
After 36000 sentences: Train Accuracy = 0.9674, Dev Accuracy = 0.9438, Time = 3.12s, Estimated Time Left = 11.43s
After 36500 sentences: Train Accuracy = 0.9683, Dev Accuracy = 0.9439, Time = 3.12s, Estimated Time Left = 8.31s
After 37000 sentences: Train Accuracy = 0.9652, Dev Accuracy = 0.9423, Time = 3.12s, Estimated Time Left = 5.19s
After 37500 sentences: Train Accuracy = 0.9686, Dev Accuracy = 0.9433, Time = 3.12s, Estimated Time Left = 2.07s
Epoch 1: Train Loss = 156.1864, Dev Loss = 423.2449
Epoch 1: Loss = 423.2449
After 500 sentences: Train Accuracy = 0.9686, Dev Accuracy = 0.9427, Time = 3.09s, Estimated Time Left = 230.43s
After 1000 sentences: Train Accuracy = 0.9695, Dev Accuracy = 0.9439, Time = 3.08s, Estimated Time Left = 226.74s
After 1500 sentences: Train Accuracy = 0.9724, Dev Accuracy = 0.9447, Time = 3.07s, Estimated Time Left = 223.13s
After 2000 sentences: Train Accuracy = 0.9712, Dev Accuracy = 0.9437, Time = 3.14s, Estimated Time Left = 225.05s
After 2500 sentences: Train Accuracy = 0.9690, Dev Accuracy = 0.9444, Time = 3.13s, Estimated Time Left = 221.44s
After 3000 sentences: Train Accuracy = 0.9715, Dev Accuracy = 0.9443, Time = 3.13s, Estimated Time Left = 218.22s
After 3500 sentences: Train Accuracy = 0.9726, Dev Accuracy = 0.9450, Time = 3.11s, Estimated Time Left = 213.83s
After 4000 sentences: Train Accuracy = 0.9739, Dev Accuracy = 0.9441, Time = 3.10s, Estimated Time Left = 209.57s
After 4500 sentences: Train Accuracy = 0.9726, Dev Accuracy = 0.9453, Time = 3.11s, Estimated Time Left = 207.06s
After 5000 sentences: Train Accuracy = 0.9757, Dev Accuracy = 0.9446, Time = 3.09s, Estimated Time Left = 203.18s
After 5500 sentences: Train Accuracy = 0.9691, Dev Accuracy = 0.9447, Time = 3.10s, Estimated Time Left = 200.34s
After 6000 sentences: Train Accuracy = 0.9739, Dev Accuracy = 0.9449, Time = 3.09s, Estimated Time Left = 196.88s
After 6500 sentences: Train Accuracy = 0.9700, Dev Accuracy = 0.9451, Time = 3.09s, Estimated Time Left = 193.72s
After 7000 sentences: Train Accuracy = 0.9727, Dev Accuracy = 0.9447, Time = 3.08s, Estimated Time Left = 190.13s
After 7500 sentences: Train Accuracy = 0.9758, Dev Accuracy = 0.9455, Time = 3.08s, Estimated Time Left = 186.87s
After 8000 sentences: Train Accuracy = 0.9711, Dev Accuracy = 0.9458, Time = 3.08s, Estimated Time Left = 183.61s
After 8500 sentences: Train Accuracy = 0.9706, Dev Accuracy = 0.9465, Time = 3.08s, Estimated Time Left = 180.58s
After 9000 sentences: Train Accuracy = 0.9739, Dev Accuracy = 0.9468, Time = 3.08s, Estimated Time Left = 177.33s
After 9500 sentences: Train Accuracy = 0.9701, Dev Accuracy = 0.9464, Time = 3.07s, Estimated Time Left = 173.82s
After 10000 sentences: Train Accuracy = 0.9720, Dev Accuracy = 0.9464, Time = 3.06s, Estimated Time Left = 170.52s
After 10500 sentences: Train Accuracy = 0.9728, Dev Accuracy = 0.9457, Time = 3.07s, Estimated Time Left = 167.55s
After 11000 sentences: Train Accuracy = 0.9775, Dev Accuracy = 0.9461, Time = 3.07s, Estimated Time Left = 164.82s
After 11500 sentences: Train Accuracy = 0.9714, Dev Accuracy = 0.9459, Time = 3.08s, Estimated Time Left = 161.98s
After 12000 sentences: Train Accuracy = 0.9704, Dev Accuracy = 0.9467, Time = 3.07s, Estimated Time Left = 158.57s
After 12500 sentences: Train Accuracy = 0.9767, Dev Accuracy = 0.9469, Time = 3.07s, Estimated Time Left = 155.37s
After 13000 sentences: Train Accuracy = 0.9720, Dev Accuracy = 0.9470, Time = 3.06s, Estimated Time Left = 152.00s
After 13500 sentences: Train Accuracy = 0.9742, Dev Accuracy = 0.9468, Time = 3.06s, Estimated Time Left = 148.72s
After 14000 sentences: Train Accuracy = 0.9744, Dev Accuracy = 0.9464, Time = 3.05s, Estimated Time Left = 145.41s
After 14500 sentences: Train Accuracy = 0.9743, Dev Accuracy = 0.9462, Time = 3.05s, Estimated Time Left = 142.26s
After 15000 sentences: Train Accuracy = 0.9714, Dev Accuracy = 0.9463, Time = 3.04s, Estimated Time Left = 138.97s
After 15500 sentences: Train Accuracy = 0.9750, Dev Accuracy = 0.9470, Time = 3.04s, Estimated Time Left = 135.85s
After 16000 sentences: Train Accuracy = 0.9731, Dev Accuracy = 0.9463, Time = 3.04s, Estimated Time Left = 132.92s
After 16500 sentences: Train Accuracy = 0.9758, Dev Accuracy = 0.9470, Time = 3.05s, Estimated Time Left = 130.01s
After 17000 sentences: Train Accuracy = 0.9730, Dev Accuracy = 0.9474, Time = 3.05s, Estimated Time Left = 126.89s
After 17500 sentences: Train Accuracy = 0.9768, Dev Accuracy = 0.9470, Time = 3.04s, Estimated Time Left = 123.70s
After 18000 sentences: Train Accuracy = 0.9741, Dev Accuracy = 0.9466, Time = 3.04s, Estimated Time Left = 120.63s
After 18500 sentences: Train Accuracy = 0.9734, Dev Accuracy = 0.9461, Time = 3.04s, Estimated Time Left = 117.53s
After 19000 sentences: Train Accuracy = 0.9772, Dev Accuracy = 0.9469, Time = 3.04s, Estimated Time Left = 114.48s
After 19500 sentences: Train Accuracy = 0.9696, Dev Accuracy = 0.9462, Time = 3.04s, Estimated Time Left = 111.46s
After 20000 sentences: Train Accuracy = 0.9753, Dev Accuracy = 0.9468, Time = 3.04s, Estimated Time Left = 108.32s
After 20500 sentences: Train Accuracy = 0.9688, Dev Accuracy = 0.9468, Time = 3.04s, Estimated Time Left = 105.24s
After 21000 sentences: Train Accuracy = 0.9743, Dev Accuracy = 0.9465, Time = 3.03s, Estimated Time Left = 102.16s
After 21500 sentences: Train Accuracy = 0.9739, Dev Accuracy = 0.9471, Time = 3.03s, Estimated Time Left = 99.01s
After 22000 sentences: Train Accuracy = 0.9733, Dev Accuracy = 0.9478, Time = 3.03s, Estimated Time Left = 96.05s
After 22500 sentences: Train Accuracy = 0.9781, Dev Accuracy = 0.9471, Time = 3.03s, Estimated Time Left = 93.04s
After 23000 sentences: Train Accuracy = 0.9760, Dev Accuracy = 0.9471, Time = 3.03s, Estimated Time Left = 89.93s
After 23500 sentences: Train Accuracy = 0.9759, Dev Accuracy = 0.9469, Time = 3.03s, Estimated Time Left = 86.90s
After 24000 sentences: Train Accuracy = 0.9693, Dev Accuracy = 0.9458, Time = 3.03s, Estimated Time Left = 83.81s
After 24500 sentences: Train Accuracy = 0.9738, Dev Accuracy = 0.9460, Time = 3.03s, Estimated Time Left = 80.80s
After 25000 sentences: Train Accuracy = 0.9779, Dev Accuracy = 0.9470, Time = 3.03s, Estimated Time Left = 77.73s
After 25500 sentences: Train Accuracy = 0.9733, Dev Accuracy = 0.9466, Time = 3.03s, Estimated Time Left = 74.66s
After 26000 sentences: Train Accuracy = 0.9720, Dev Accuracy = 0.9467, Time = 3.03s, Estimated Time Left = 71.64s
After 26500 sentences: Train Accuracy = 0.9743, Dev Accuracy = 0.9467, Time = 3.03s, Estimated Time Left = 68.61s
After 27000 sentences: Train Accuracy = 0.9732, Dev Accuracy = 0.9474, Time = 3.03s, Estimated Time Left = 65.60s
After 27500 sentences: Train Accuracy = 0.9728, Dev Accuracy = 0.9465, Time = 3.03s, Estimated Time Left = 62.55s
After 28000 sentences: Train Accuracy = 0.9757, Dev Accuracy = 0.9466, Time = 3.03s, Estimated Time Left = 59.55s
After 28500 sentences: Train Accuracy = 0.9765, Dev Accuracy = 0.9466, Time = 3.03s, Estimated Time Left = 56.61s
